TaskID,StationID,Team,Start,End,Duration
0,1,[16],0.0,0.0,0.0
1,0,[],0.0,0.0,0.0
28,2,"[32, 71]",0.0,4.090697748976353,4.090697748976353
14,2,"[18, 65]",0.0,2.033508270587186,2.033508270587186
17,2,"[81, 50]",0.0,2.1573558038826333,2.1573558038826333
5,1,"[51, 75]",0.0,3.5199654331697703,3.5199654331697703
26,1,"[91, 38]",0.0,8.447554189785876,8.447554189785876
25,4,"[35, 78]",0.0,1.1657597518219494,1.1657597518219494
8,4,"[0, 47]",0.0,1.1562505232111926,1.1562505232111926
24,5,"[93, 1]",0.0,1.2476828895625982,1.2476828895625982
6,4,"[22, 21]",0.0,1.3178110214320686,1.3178110214320686
27,1,"[13, 70]",0.0,48.577374070425826,48.577374070425826
30,3,"[40, 42]",0.0,1.908888747485187,1.908888747485187
9,4,"[87, 27]",1.1562505232111926,2.6156942521423203,1.4594437289311277
15,4,"[47, 66]",1.1657597518219494,1.7684737930070582,0.6027140411851089
20,5,"[93, 12]",1.2476828895625982,2.5047290088672725,1.2570461193046742
7,4,"[78, 77]",1.3178110214320686,2.7429510753304287,1.42514005389836
16,4,"[47, 4]",1.7684737930070582,3.129235115142476,1.3607613221354178
10,3,"[40, 42]",1.908888747485187,3.2663207513155736,1.3574320038303866
29,5,"[93, 33]",2.5047290088672725,3.702635137159241,1.1979061282919687
11,4,"[4, 22]",3.2663207513155736,4.7744861804665675,1.5081654291509938
12,3,"[40, 42]",3.2663207513155736,4.6237527551459605,1.3574320038303869
23,5,"[93, 12]",3.702635137159241,4.959681256463915,1.2570461193046736
18,3,"[40, 42]",4.6237527551459605,5.22823420027765,0.6044814451316896
13,4,"[4, 59]",4.7744861804665675,6.156520575029765,1.3820343945631972
21,5,"[93, 12]",4.959681256463915,8.005600788064045,3.0459195316001306
19,4,"[4, 22]",6.156520575029765,7.6646860041807585,1.5081654291509938
22,5,"[93, 12]",8.005600788064045,8.767080670964077,0.7614798829000318
3,1,"[70, 38]",48.577374070425826,51.79662143788533,3.219247367459502
4,1,"[70, 38]",51.79662143788533,54.1278003835181,2.3311789456327716
2,1,"[70, 38]",54.1278003835181,56.01494538290246,1.8871449993843612
37,4,"[4, 22, 27, 21, 29]",56.01494538290246,56.67861172329603,0.6636663403935685
152,3,"[40, 42]",56.01494538290246,58.56013054811032,2.5451851652078616
140,1,"[70, 38, 19, 51, 15]",56.01494538290246,58.1259808044938,2.111035421591339
31,0,[],56.01494538290246,56.01494538290246,0.0
32,5,"[93, 12, 1]",56.01494538290246,56.874531441723384,0.8595860588209234
57,2,"[65, 71]",56.01494538290246,62.53332711194504,6.518381729042581
61,4,"[4, 22, 21]",56.67861172329603,62.273427267722944,5.594815544426915
34,5,"[93, 12, 1]",56.874531441723384,57.488521494194515,0.6139900524711308
35,5,"[93, 12, 1]",57.488521494194515,58.102511546665646,0.6139900524711308
156,5,"[93, 12]",58.102511546665646,61.00338742827344,2.9008758816077957
102,1,"[70, 51, 38, 5, 13]",58.1259808044938,59.85264291850544,1.7266621140116385
153,3,"[40, 42]",58.56013054811032,61.105315713318184,2.5451851652078616
36,1,"[70, 51, 38, 53, 13]",59.85264291850544,60.43979003339904,0.5871471148936038
122,1,"[70, 51]",60.43979003339904,62.54125079168364,2.1014607582845954
157,5,"[93, 12]",61.00338742827344,63.90426330988124,2.9008758816077957
154,3,"[40, 42]",61.105315713318184,63.650500878526046,2.5451851652078616
33,4,"[4, 22, 21]",62.273427267722944,63.368065085328645,1.094637817605701
150,2,"[71, 65]",62.53332711194504,65.05657183010864,2.523244718163596
83,1,"[70, 51]",62.54125079168364,64.06958587826608,1.5283350865824445
155,4,"[4, 22]",63.368065085328645,66.0492481296752,2.681183044346561
111,3,"[40, 42]",63.650500878526046,65.55938962601124,1.908888747485193
118,5,"[93, 12]",63.90426330988124,66.68426919498597,2.7800058851047353
99,1,"[70, 51]",64.06958587826608,65.29225390198411,1.222668023718029
151,2,"[71, 65]",65.05657183010864,67.57981654827223,2.523244718163596
162,1,"[70, 51]",65.29225390198411,66.43850524538841,1.1462513434043018
159,3,"[40, 42]",65.55938962601124,66.83198220861517,1.2725925826039344
160,4,"[4, 22]",66.0492481296752,67.38983965184849,1.340591522173284
87,1,"[70, 51]",66.43850524538841,69.49517541855332,3.0566701731649033
158,5,"[93, 12]",66.68426919498597,68.13470713578987,1.4504379408038943
47,3,"[40, 42]",66.83198220861517,67.68037724261434,0.8483950339991679
163,4,"[4, 22]",67.38983965184849,68.73043117402177,1.340591522173284
161,2,"[71, 65]",67.57981654827223,68.84143890735403,1.261622359081798
58,3,[40],67.68037724261434,72.10225278419732,4.421875541582978
105,5,[93],68.13470713578987,75.54324946867227,7.408542332882405
55,4,[4],68.73043117402177,72.96551465252932,4.235083478507548
59,2,[65],68.84143890735403,74.24483347493648,5.403394567582453
60,1,[70],69.49517541855332,75.1186076971623,5.623432278608988
93,3,[40],72.10225278419732,74.10910397593561,2.006851191738292
94,4,[4],72.96551465252932,75.34522822845652,2.379713575927198
123,3,[40],74.10910397593561,75.9798975834663,1.8707936075306861
110,2,[65],74.24483347493648,76.42515060890985,2.180317133973361
56,1,[70],75.1186076971623,79.2621893266182,4.143581629455895
129,4,[4],75.34522822845652,77.56360543745248,2.2183772089959604
90,5,[93],75.54324946867227,78.40950510830554,2.866255639633266
147,3,[40],75.9798975834663,77.85069119099698,1.8707936075306861
130,2,[65],76.42515060890985,78.5106714341935,2.085520825283652
148,4,[4],77.56360543745248,79.78198264644843,2.218377208995946
149,3,[40],77.85069119099698,79.72148479852767,1.8707936075306861
124,5,[93],78.40950510830554,81.08143850837497,2.6719334000694346
113,2,[65],78.5106714341935,80.40659941608551,1.8959279818920152
146,1,[70],79.2621893266182,81.43263699241925,2.170447665801049
116,3,[40],79.72148479852767,81.42220622305706,1.700721424529391
114,4,[4],79.78198264644843,81.79868915637017,2.0167065099217467
117,2,[65],80.40659941608551,82.30252739797753,1.8959279818920152
115,5,[93],81.08143850837497,83.51046881942665,2.429030311051676
120,3,[40],81.42220622305706,82.95285546458516,1.5306492415280957
62,1,"[70, 51]",81.43263699241925,87.45045648835689,6.017819495937644
119,4,[4],81.79868915637017,83.81539566629192,2.0167065099217467
125,2,[65],82.30252739797753,84.00886253647789,1.7063351385003642
127,3,[40],82.95285546458516,84.48350470611325,1.5306492415280957
121,5,[93],83.51046881942665,85.69659604146055,2.186127222033903
128,4,[4],83.81539566629192,85.63043147713947,1.8150358108475473
131,2,[65],84.00886253647789,85.71519767497826,1.7063351385003642
133,3,[40],84.48350470611325,86.01415394764135,1.5306492415280957
135,4,[4],85.63043147713947,87.44546728798701,1.8150358108475473
132,5,[93],85.69659604146055,87.88272326349446,2.186127222033903
136,2,[65],85.71519767497826,87.42153281347862,1.7063351385003642
137,3,[40],86.01415394764135,87.54480318916944,1.5306492415280957
141,2,[65],87.42153281347862,89.12786795197898,1.7063351385003642
139,4,[4],87.44546728798701,89.26050309883456,1.8150358108475473
126,1,[70],87.45045648835689,89.2262772202974,1.775820731940513
142,3,[40],87.54480318916944,89.07545243069754,1.5306492415280957
138,5,[93],87.88272326349446,90.06885048552836,2.186127222033903
101,3,[40],89.07545243069754,90.48705118467308,1.4115987539755395
145,2,[65],89.12786795197898,90.83420309047935,1.7063351385003642
134,1,[70],89.2262772202974,91.00209795223792,1.775820731940513
143,4,[4],89.26050309883456,91.07553890968211,1.8150358108475473
144,5,[93],90.06885048552836,92.25497770756226,2.186127222033903
79,3,[40],90.48705118467308,91.84762834457077,1.3605771598976872
45,2,[65],90.83420309047935,92.35094549859419,1.5167424081148368
78,1,[70],91.00209795223792,92.58060533485613,1.5785073826182128
77,4,[4],91.07553890968211,92.68890414166053,1.6133652319784204
81,3,[40],91.84762834457077,93.20820550446845,1.3605771598976872
80,5,[93],92.25497770756226,94.1982019853599,1.9432242777976398
82,2,[65],92.35094549859419,93.86768790670902,1.5167424081148368
103,1,[70],92.58060533485613,94.15911271747434,1.5785073826182128
41,4,[4],92.68890414166053,94.20143402410184,1.5125298824413136
76,3,[40],93.20820550446845,94.4837465728655,1.2755410683970467
109,2,[65],93.86768790670902,95.28963389312803,1.4219459864190043
42,1,[70],94.15911271747434,95.5403066331623,1.381193915687959
43,5,[93],94.1982019853599,96.01997471864865,1.8217727332887534
44,4,[4],94.20143402410184,95.61312855700605,1.4116945329042068
97,3,[40],94.4837465728655,95.48717216873465,1.003425595869146
73,2,[65],95.28963389312803,96.37979246011471,1.0901585669866876
40,3,[40],95.48717216873465,96.42256897249999,0.9353968037653431
74,1,[70],95.5403066331623,96.6748587739914,1.1345521408291006
75,4,[4],95.61312855700605,96.77273477617004,1.1596062191639902
72,5,[93],96.01997471864865,97.41666711854707,1.3966923998984129
84,2,"[65, 71]",96.37979246011471,97.37857677549992,0.9987843153852083
104,3,[40],96.42256897249999,97.27292968476469,0.8503607122647026
52,1,[70],96.6748587739914,97.6614258734268,0.9865670994353906
89,4,[4],96.77273477617004,97.78108803113092,1.0083532549608805
112,3,[40],97.27292968476469,98.1232903970294,0.8503607122647026
106,2,[65],97.37857677549992,98.32654076644593,0.9479639909460076
88,5,[93],97.41666711854707,98.6311822740729,1.214515155525831
85,1,[70],97.6614258734268,98.59866460612962,0.9372387327028235
86,4,[4],97.78108803113092,98.64827184482188,0.8671838136909571
71,3,[40],98.1232903970294,98.84609702272856,0.7228066256991639
64,2,[65],98.32654076644593,99.13231018135126,0.8057694149053276
48,1,[70],98.59866460612962,99.38791829743873,0.7892536913091135
63,5,[93],98.6311822740729,99.66352018522616,1.0323379111532631
49,4,[4],98.64827184482188,99.45495446081108,0.8066826159892031
50,3,[40],98.84609702272856,99.52638560267741,0.6802885799488507
51,2,[65],99.13231018135126,99.89068138540867,0.7583712040574113
46,1,[70],99.38791829743873,100.07851525528271,0.6905969578439795
65,4,[4],99.45495446081108,100.05996643782862,0.60501197701754
66,3,[40],99.52638560267741,100.0366020503104,0.5102164476329989
54,5,[93],99.66352018522616,100.63513232412498,0.9716121388988199
107,2,[65],99.89068138540867,100.4594598025775,0.5687784171688293
38,3,[40],100.0366020503104,100.46178240644275,0.4251803561323442
100,4,[4],100.05996643782862,100.57422658824225,0.5142601504136337
108,1,[70],100.07851525528271,100.67045553846553,0.5919402831828222
39,2,[65],100.4594598025775,100.9334417980505,0.4739819954729967
68,3,[40],100.46178240644275,100.8869627625751,0.4251803561323442
67,4,[4],100.57422658824225,101.07840321572269,0.5041766274804331
98,5,[93],100.63513232412498,101.27882532180611,0.6436929976811285
53,1,[70],100.67045553846553,101.16373908818322,0.4932835497176882
91,3,[40],100.8869627625751,101.2356106515625,0.34864788898740073
70,2,[65],100.9334417980505,101.40742379352349,0.4739819954729967
92,4,[4],101.07840321572269,101.4918280466505,0.41342483092780924
95,1,[70],101.16373908818322,101.5682315954235,0.40449250724027763
69,5,[93],101.27882532180611,101.88608289956903,0.6072575777629226
96,2,[65],101.40742379352349,101.79608902642117,0.3886652328976794
167,4,"[4, 22]",101.88608289956903,103.31604710110334,1.429964201534304
